country;id;year;;;;
Saint Kitts & Nevis;KNA;1999;0,0075;0,5975;0,3038;0,0911
Saint Kitts & Nevis;KNA;2000;0,009;0,6128;0,2899;0,0882
Saint Kitts & Nevis;KNA;2001;0,0103;0,625;0,2782;0,0865
Saint Kitts & Nevis;KNA;2002;0,0128;0,6435;0,2623;0,0814
Saint Kitts & Nevis;KNA;2003;0,0148;0,683;0,2459;0,0563
Saint Kitts & Nevis;KNA;2004;0,0175;0,6759;0,2455;0,0611
Saint Kitts & Nevis;KNA;2005;0,0193;0,6923;0,2341;0,0543
Saint Kitts & Nevis;KNA;2006;0,023;0,6694;0,2491;0,0585
Saint Kitts & Nevis;KNA;2007;0,018;0,7758;0,1679;0,0384
Saint Kitts & Nevis;KNA;2008;0,0197;0,7787;0,1639;0,0378
Saint Kitts & Nevis;KNA;2009;0,0219;0,7732;0,1659;0,0389
Saint Kitts & Nevis;KNA;2010;0,0239;0,7743;0,1636;0,0382
Saint Kitts & Nevis;KNA;2011;0,0264;0,7693;0,1657;0,0387
Saint Kitts & Nevis;KNA;2012;0,0364;0,7077;0,2073;0,0486
Saint Kitts & Nevis;KNA;2013;0,0361;0,6125;0,1899;0,1614
Saint Kitts & Nevis;KNA;2014;0,0383;0,6098;0,1879;0,164
Saint Lucia;LCA;1990;0,04;0,6097;0,1822;0,1681
Saint Lucia;LCA;1991;0;0,1624;0,7914;0,0462
Saint Lucia;LCA;1992;0,0001;0,168;0,7816;0,0503
Saint Lucia;LCA;1993;0,0002;0,2003;0,7516;0,0479
Saint Lucia;LCA;1994;0,0002;0,2194;0,734;0,0463
Saint Lucia;LCA;1995;0,0003;0,2464;0,6955;0,0578
Saint Lucia;LCA;1996;0,0004;0,2811;0,6516;0,0669
Saint Lucia;LCA;1997;0,0007;0,2863;0,6354;0,0776
Saint Lucia;LCA;1998;0,0011;0,2701;0,6463;0,0825
Saint Lucia;LCA;1999;0,0016;0,2821;0,6811;0,0352
Saint Lucia;LCA;2000;0,0019;0,2888;0,6757;0,0336
Saint Lucia;LCA;2001;0,0023;0,2961;0,6696;0,032
Saint Lucia;LCA;2002;0,0028;0,3323;0,6347;0,0302
Saint Lucia;LCA;2003;0,0035;0,3104;0,6671;0,0189
Saint Lucia;LCA;2004;0,004;0,3311;0,6462;0,0187
Saint Lucia;LCA;2005;0,0047;0,3272;0,6491;0,0191
Saint Lucia;LCA;2006;0,0052;0,3329;0,6428;0,0191
Saint Lucia;LCA;2007;0,0048;0,4544;0,5256;0,0152
Saint Lucia;LCA;2008;0,0053;0,4602;0,5187;0,0158
Saint Lucia;LCA;2009;0,0059;0,4631;0,5152;0,0158
Saint Lucia;LCA;2010;0,0065;0,457;0,5201;0,0164
Saint Lucia;LCA;2011;0,0069;0,4628;0,5134;0,0169
Saint Lucia;LCA;2012;0,0088;0,3778;0,5945;0,0189
Saint Lucia;LCA;2013;0,0095;0,3767;0,5951;0,0186
Saint Lucia;LCA;2014;0,0103;0,3773;0,5962;0,0162
Saint Vincent & Grenadines;VCT;1990;0,011;0,3757;0,596;0,0172
Saint Vincent & Grenadines;VCT;1991;0;-0,5804;1,3043;0,2761
Saint Vincent & Grenadines;VCT;1992;0,0004;-0,7295;1,4348;0,2943
Saint Vincent & Grenadines;VCT;1993;0,0007;-0,4632;1,2151;0,2474
Saint Vincent & Grenadines;VCT;1994;0,0007;-0,0625;0,8447;0,2171
Saint Vincent & Grenadines;VCT;1995;0,0007;0,1535;0,673;0,1727
Saint Vincent & Grenadines;VCT;1996;0,0009;0,2156;0,6233;0,1603
Saint Vincent & Grenadines;VCT;1997;0,0016;0,2441;0,6008;0,1535
Saint Vincent & Grenadines;VCT;1998;0,0024;0,244;0,6002;0,1535
Saint Vincent & Grenadines;VCT;1999;0,0024;0,4067;0,4587;0,1323
Saint Vincent & Grenadines;VCT;2000;0,0029;0,4227;0,4461;0,1283
Saint Vincent & Grenadines;VCT;2001;0,004;0,3345;0,5139;0,1477
Saint Vincent & Grenadines;VCT;2002;0,0029;0,6256;0,2886;0,083
Saint Vincent & Grenadines;VCT;2003;0,0035;0,6661;0,2884;0,042
Saint Vincent & Grenadines;VCT;2004;0,0039;0,6865;0,2715;0,0381
Saint Vincent & Grenadines;VCT;2005;0,0041;0,7155;0,2459;0,0346
Saint Vincent & Grenadines;VCT;2006;0,0046;0,7152;0,2453;0,0349
Saint Vincent & Grenadines;VCT;2007;0,0027;0,855;0,1244;0,0179
Saint Vincent & Grenadines;VCT;2008;0,0031;0,8562;0,1225;0,0182
Saint Vincent & Grenadines;VCT;2009;0,0035;0,8559;0,1222;0,0185
Saint Vincent & Grenadines;VCT;2010;0,0033;0,8768;0,1039;0,016
Saint Vincent & Grenadines;VCT;2011;0,0043;0,8536;0,1235;0,0186
Saint Vincent & Grenadines;VCT;2012;0,0079;0,7583;0,2036;0,0301
Saint Vincent & Grenadines;VCT;2013;0,0073;0,7995;0,1692;0,024
Saint Vincent & Grenadines;VCT;2014;0,0092;0,7735;0,1911;0,0261
Samoa;WSM;1990;0,01;0,7747;0,1894;0,0259
Samoa;WSM;1991;0;1,1345;-0,111;-0,0235
Samoa;WSM;1992;0;1,1352;-0,1114;-0,0238
Samoa;WSM;1993;0;1,133;-0,1099;-0,0231
Samoa;WSM;1994;-0,0001;1,1355;-0,1117;-0,0238
Samoa;WSM;1995;-0,0001;1,1377;-0,1133;-0,0243
Samoa;WSM;1996;-0,0001;1,1361;-0,112;-0,024
Samoa;WSM;1997;-0,0002;1,1373;-0,1129;-0,0241
Samoa;WSM;1998;-0,0003;1,1382;-0,1137;-0,0242
Samoa;WSM;1999;-0,0004;1,1417;-0,1165;-0,0248
Samoa;WSM;2000;-0,0005;1,1458;-0,1165;-0,0288
Samoa;WSM;2001;-0,0006;1,1565;-0,1185;-0,0374
Samoa;WSM;2002;0,004;0,118;0,6635;0,2145
Samoa;WSM;2003;0,0053;0,1266;0,7149;0,1531
Samoa;WSM;2004;0,0061;0,145;0,6967;0,1522
Samoa;WSM;2005;0,0071;0,1345;0,705;0,1534
Samoa;WSM;2006;0,0078;0,1644;0,6801;0,1477
Samoa;WSM;2007;-0,0249;3,3179;-1,8846;-0,4083
Samoa;WSM;2008;-0,0308;3,5254;-2,0505;-0,4441
Samoa;WSM;2009;-0,0377;3,769;-2,2459;-0,4855
Samoa;WSM;2010;-0,0459;4,0569;-2,4779;-0,5331
Samoa;WSM;2011;-0,0509;4,1012;-2,5116;-0,5386
Samoa;WSM;2012;0,01;0,4116;0,4711;0,1073
Samoa;WSM;2013;0,0116;0,4226;0,4664;0,0994
Samoa;WSM;2014;0,0127;0,4215;0,4667;0,0992
Sao Tome & Principe;STP;1990;0,0138;0,4203;0,4669;0,099
Sao Tome & Principe;STP;1991;0;0,5064;0,3533;0,1402
Sao Tome & Principe;STP;1992;0,0001;0,4909;0,3666;0,1424
Sao Tome & Principe;STP;1993;0,0002;0,4763;0,3793;0,1442
Sao Tome & Principe;STP;1994;0,0002;0,466;0,3931;0,1406
Sao Tome & Principe;STP;1995;0,0003;0,4542;0,4051;0,1404
Sao Tome & Principe;STP;1996;0,0004;0,4431;0,4167;0,1398
Sao Tome & Principe;STP;1997;0,0008;0,4434;0,4117;0,1441
Sao Tome & Principe;STP;1998;0,0011;0,444;0,4068;0,1481
Sao Tome & Principe;STP;1999;0,0015;0,4455;0,4021;0,1509
Sao Tome & Principe;STP;2000;0,0019;0,4459;0,397;0,1551
Sao Tome & Principe;STP;2001;0,0023;0,445;0,3915;0,1612
Sao Tome & Principe;STP;2002;0,0028;0,4593;0,3744;0,1635
Sao Tome & Principe;STP;2003;0,0032;0,4875;0,3482;0,1611
Sao Tome & Principe;STP;2004;0,0036;0,5129;0,3257;0,1578
Sao Tome & Principe;STP;2005;0,0039;0,5396;0,3032;0,1532
Sao Tome & Principe;STP;2006;0,0044;0,5507;0,2913;0,1537
Sao Tome & Principe;STP;2007;0,0016;0,8557;0,0933;0,0495
Sao Tome & Principe;STP;2008;0,0018;0,8524;0,0944;0,0513
Sao Tome & Principe;STP;2009;0,0021;0,8488;0,0956;0,0535
Sao Tome & Principe;STP;2010;0,0022;0,8478;0,0955;0,0545
Sao Tome & Principe;STP;2011;0,0024;0,8488;0,0949;0,0539
Sao Tome & Principe;STP;2012;0,0073;0,5906;0,2554;0,1467
Sao Tome & Principe;STP;2013;0,0076;0,6092;0,242;0,1412
Sao Tome & Principe;STP;2014;0,0084;0,602;0,2434;0,1463
Saudi Arabia;SAU;1990;0,0091;0,5968;0,2451;0,149
Saudi Arabia;SAU;1991;0,0007;0,888;0,0873;0,024
Saudi Arabia;SAU;1992;0,0007;0,8929;0,0838;0,0225
Saudi Arabia;SAU;1993;0,0008;0,8936;0,0838;0,0218
Saudi Arabia;SAU;1994;0,0009;0,8929;0,0859;0,0203
Saudi Arabia;SAU;1995;0,0009;0,895;0,086;0,0181
Saudi Arabia;SAU;1996;0,001;0,8937;0,0889;0,0163
Saudi Arabia;SAU;1997;0,0015;0,8937;0,0888;0,0161
Saudi Arabia;SAU;1998;0,0021;0,8798;0,0997;0,0183
Saudi Arabia;SAU;1999;0,0025;0,8825;0,0973;0,0177
Saudi Arabia;SAU;2000;0,003;0,8805;0,099;0,0174
Saudi Arabia;SAU;2001;0,0034;0,8799;0,0992;0,0175
Saudi Arabia;SAU;2002;0,0044;0,8779;0,1001;0,0176
Saudi Arabia;SAU;2003;0,0052;0,8841;0,0965;0,0141
Saudi Arabia;SAU;2004;0,006;0,8821;0,095;0,0169
Saudi Arabia;SAU;2005;0,0066;0,8846;0,0927;0,0161
Saudi Arabia;SAU;2006;0,0072;0,8876;0,0905;0,0147
Saudi Arabia;SAU;2007;0,0076;0,8914;0,0864;0,0147
Saudi Arabia;SAU;2008;0,0081;0,8944;0,083;0,0146
Saudi Arabia;SAU;2009;0,0082;0,9027;0,0771;0,012
Saudi Arabia;SAU;2010;0,0085;0,9076;0,0735;0,0103
Saudi Arabia;SAU;2011;0,0085;0,9123;0,0687;0,0105
Saudi Arabia;SAU;2012;0,0089;0,9116;0,0675;0,012
Saudi Arabia;SAU;2013;0,0092;0,9128;0,0645;0,0135
Saudi Arabia;SAU;2014;0,0097;0,9133;0,0644;0,0125
Senegal;SEN;1990;0,0098;0,9173;0,0613;0,0116
Senegal;SEN;1991;0;0,439;0,3056;0,2554
Senegal;SEN;1992;0;0,4338;0,3083;0,2578
Senegal;SEN;1993;0,0001;0,436;0,3079;0,256
Senegal;SEN;1994;0,0001;0,4284;0,3117;0,2598
Senegal;SEN;1995;0,0001;0,4272;0,313;0,2597
Senegal;SEN;1996;0,0002;0,429;0,3131;0,2578
Senegal;SEN;1997;0,0003;0,4316;0,3097;0,2584
Senegal;SEN;1998;0,0004;0,4341;0,31;0,2555
Senegal;SEN;1999;0,0005;0,4291;0,3166;0,2539
Senegal;SEN;2000;0,0005;0,4099;0,3279;0,2616
Senegal;SEN;2001;0,0006;0,4117;0,3164;0,2713
Senegal;SEN;2002;0,0008;0,4085;0,3092;0,2814
Senegal;SEN;2003;0,001;0,4371;0,2943;0,2676
Senegal;SEN;2004;0,0012;0,4517;0,289;0,258
Senegal;SEN;2005;0,0013;0,4463;0,2865;0,266
Senegal;SEN;2006;0,0014;0,4424;0,2874;0,2688
Senegal;SEN;2007;0,0016;0,4115;0,3078;0,279
Senegal;SEN;2008;0,0019;0,4415;0,2938;0,2628
Senegal;SEN;2009;0,002;0,4325;0,2961;0,2694
Senegal;SEN;2010;0,0023;0,4498;0,2836;0,2643
Senegal;SEN;2011;0,0023;0,4304;0,2935;0,2737
Senegal;SEN;2012;0,0026;0,4091;0,3078;0,2804
Senegal;SEN;2013;0,003;0,4276;0,2985;0,2709
Senegal;SEN;2014;0,0031;0,4219;0,3014;0,2737
Serbia;SRB;1990;0,0034;0,4309;0,2982;0,2676
Serbia;SRB;1991;0,001;0,7722;0,1535;0,0733
Serbia;SRB;1992;0,0011;0,7458;0,1754;0,0777
Serbia;SRB;1993;0,0012;0,7502;0,1799;0,0686
Serbia;SRB;1994;0,0013;0,7251;0,1999;0,0737
Serbia;SRB;1995;0,0013;0,7075;0,2124;0,0788
Serbia;SRB;1996;0,0011;0,7273;0,1934;0,0781
Serbia;SRB;1997;0,0012;0,758;0,1708;0,07
Serbia;SRB;1998;0,0013;0,7716;0,1581;0,0689
Serbia;SRB;1999;0,0014;0,7756;0,158;0,0649
Serbia;SRB;2000;0,0022;0,7116;0,2045;0,0818
Serbia;SRB;2001;0,0023;0,7417;0,1848;0,0712
Serbia;SRB;2002;0,0028;0,7479;0,1727;0,0765
Serbia;SRB;2003;0,0032;0,7652;0,1608;0,0707
Serbia;SRB;2004;0,0036;0,782;0,1515;0,0629
Serbia;SRB;2005;0,0038;0,7843;0,1382;0,0737
Serbia;SRB;2006;0,0048;0,7682;0,1487;0,0782
Serbia;SRB;2007;0,1679;-6,1874;4,641;2,3785
Serbia;SRB;2008;0,51;-19,6158;12,775;7,3308
Serbia;SRB;2009;-0,1807;7,2749;-3,9889;-2,1053
Serbia;SRB;2010;-0,0821;3,7172;-1,6064;-1,0288
Serbia;SRB;2011;-0,0727;3,0587;-1,2735;-0,7124
Serbia;SRB;2012;0,0072;0,8067;0,1177;0,0684
Serbia;SRB;2013;0,0083;0,7785;0,128;0,0852
Serbia;SRB;2014;0,0087;0,7831;0,1246;0,0836
Seychelles;SYC;1990;0,0106;0,7566;0,1448;0,088
Seychelles;SYC;1991;0;0,7189;0,2412;0,04
Seychelles;SYC;1992;0;0,7427;0,2202;0,037
Seychelles;SYC;1993;0,0001;0,7427;0,2221;0,0351
Seychelles;SYC;1994;0,0001;0,7517;0,2134;0,0349
Seychelles;SYC;1995;0,0001;0,766;0,1995;0,0344
Seychelles;SYC;1996;0,0001;0,76;0,2032;0,0367
Seychelles;SYC;1997;0,0002;0,7902;0,1794;0,0302
Seychelles;SYC;1998;0,0003;0,8427;0,1329;0,0241
Seychelles;SYC;1999;0,0003;0,8719;0,1092;0,0186
Seychelles;SYC;2000;0,0003;0,8882;0,0952;0,0162
Seychelles;SYC;2001;0,0003;0,8982;0,0865;0,0149
Seychelles;SYC;2002;0,0004;0,9072;0,0794;0,013
Seychelles;SYC;2003;0,0006;0,8965;0,0928;0,0102
Seychelles;SYC;2004;0,0007;0,8968;0,0918;0,0107
Seychelles;SYC;2005;0,0006;0,9213;0,0709;0,0072
Seychelles;SYC;2006;0,0007;0,9156;0,076;0,0077
Seychelles;SYC;2007;0,0008;0,9198;0,0722;0,0071
Seychelles;SYC;2008;0,001;0,9079;0,0825;0,0085
Seychelles;SYC;2009;0,0011;0,9144;0,0774;0,0071
Seychelles;SYC;2010;0,0015;0,8902;0,1002;0,008
Seychelles;SYC;2011;0,0019;0,8724;0,1171;0,0086
Seychelles;SYC;2012;0,0028;0,8379;0,1475;0,0119
Seychelles;SYC;2013;0,0025;0,8696;0,1196;0,0084
Seychelles;SYC;2014;0,003;0,8585;0,1301;0,0084
Sierra Leone;SLE;1990;0,0027;0,88;0,1096;0,0076
Sierra Leone;SLE;1991;0;0,6368;0,3019;0,0613
Sierra Leone;SLE;1992;0;0,6402;0,2992;0,0606
Sierra Leone;SLE;1993;0,0001;0,6351;0,3024;0,0624
Sierra Leone;SLE;1994;0,0001;0,6297;0,3066;0,0636
Sierra Leone;SLE;1995;0,0002;0,6336;0,3019;0,0643
Sierra Leone;SLE;1996;0,0002;0,6348;0,3009;0,0641
Sierra Leone;SLE;1997;0,0005;0,6488;0,2925;0,0582
Sierra Leone;SLE;1998;0,0007;0,6472;0,2945;0,0576
Sierra Leone;SLE;1999;0,001;0,6434;0,2968;0,0588
Sierra Leone;SLE;2000;0,0012;0,657;0,2854;0,0563
Sierra Leone;SLE;2001;0,0015;0,6663;0,2788;0,0534
Sierra Leone;SLE;2002;0,0019;0,6681;0,2839;0,0461
Sierra Leone;SLE;2003;0,0022;0,6498;0,2986;0,0493
Sierra Leone;SLE;2004;0,0026;0,6402;0,3045;0,0526
Sierra Leone;SLE;2005;0,0029;0,6235;0,3187;0,0549
Sierra Leone;SLE;2006;0,0033;0,6082;0,3333;0,0552
Sierra Leone;SLE;2007;0,0036;0,581;0,346;0,0694
Sierra Leone;SLE;2008;0,0043;0,6045;0,3246;0,0666
Sierra Leone;SLE;2009;0,0047;0,5856;0,335;0,0748
Sierra Leone;SLE;2010;0,0052;0,5787;0,3419;0,0742
Sierra Leone;SLE;2011;0,0056;0,5776;0,3439;0,0729
Sierra Leone;SLE;2012;0,006;0,5678;0,3484;0,0779
Sierra Leone;SLE;2013;0,0059;0,5183;0,3781;0,0977
Sierra Leone;SLE;2014;0,0065;0,5402;0,3609;0,0924
Singapore;SGP;1990;0,007;0,5443;0,3611;0,0876
Singapore;SGP;1991;0,0071;0,9644;0,0206;0,0079
Singapore;SGP;1992;0,007;0,9613;0,0205;0,0112
Singapore;SGP;1993;0,0071;0,9576;0,0208;0,0145
Singapore;SGP;1994;0,0063;0,9593;0,0187;0,0157
Singapore;SGP;1995;0,0063;0,9567;0,0189;0,0181
Singapore;SGP;1996;0,0065;0,9521;0,02;0,0214
Singapore;SGP;1997;0,0111;0,9448;0,0228;0,0212
Singapore;SGP;1998;0,016;0,9363;0,0262;0,0215
Singapore;SGP;1999;0,0214;0,9252;0,0306;0,0228
Singapore;SGP;2000;0,0259;0,9173;0,0338;0,023
Singapore;SGP;2001;0,0278;0,9179;0,0332;0,0211
Singapore;SGP;2002;0,0298;0,9141;0,0347;0,0214
Singapore;SGP;2003;0,0322;0,9082;0,0373;0,0223
Singapore;SGP;2004;0,0365;0,8971;0,0414;0,025
Singapore;SGP;2005;0,0372;0,8967;0,0414;0,0248
Singapore;SGP;2006;0,0407;0,8889;0,0444;0,026
Singapore;SGP;2007;0,0426;0,8858;0,0453;0,0264
Singapore;SGP;2008;0,0438;0,8849;0,0454;0,026
Singapore;SGP;2009;0,0462;0,8811;0,0467;0,026
Singapore;SGP;2010;0,0474;0,8804;0,0469;0,0253
Singapore;SGP;2011;0,0457;0,8866;0,0443;0,0233
Singapore;SGP;2012;0,0482;0,8858;0,0432;0,0227
Singapore;SGP;2013;0,0537;0,8784;0,0448;0,0232
Singapore;SGP;2014;0,058;0,8734;0,0455;0,0232
Slovakia;SVK;1990;0,0636;0,8653;0,0472;0,0238
Slovakia;SVK;1991;0,0048;0,8227;0,0972;0,0753
Slovakia;SVK;1992;0,0051;0,8106;0,111;0,0734
Slovakia;SVK;1993;0,0041;0,8404;0,0935;0,062
Slovakia;SVK;1994;0,0046;0,806;0,1147;0,0747
Slovakia;SVK;1995;0,0044;0,8035;0,1156;0,0764
Slovakia;SVK;1996;0,0038;0,8111;0,1115;0,0736
Slovakia;SVK;1997;0,0037;0,8073;0,1151;0,074
Slovakia;SVK;1998;0,0036;0,8088;0,1155;0,0721
Slovakia;SVK;1999;0,0036;0,8071;0,1168;0,0725
Slovakia;SVK;2000;0,0037;0,8111;0,1179;0,0673
Slovakia;SVK;2001;0,0039;0,794;0,1284;0,0737
Slovakia;SVK;2002;0,0045;0,7969;0,1241;0,0745
Slovakia;SVK;2003;0,0054;0,792;0,126;0,0767
Slovakia;SVK;2004;0,0061;0,7936;0,1246;0,0757
Slovakia;SVK;2005;0,007;0,7829;0,1283;0,0818
Slovakia;SVK;2006;0,0076;0,7907;0,1229;0,0788
Slovakia;SVK;2007;0,0078;0,8057;0,1173;0,0691
Slovakia;SVK;2008;0,0086;0,8077;0,1201;0,0636
Slovakia;SVK;2009;0,0093;0,8125;0,1211;0,0571
Slovakia;SVK;2010;0,0109;0,8004;0,1335;0,0552
Slovakia;SVK;2011;0,011;0,816;0,1276;0,0454
Slovakia;SVK;2012;0,0119;0,8118;0,1276;0,0486
Slovakia;SVK;2013;0,0134;0,8014;0,1335;0,0518
Slovakia;SVK;2014;0,0139;0,8024;0,1309;0,0528
Slovenia;SVN;1990;0,0158;0,7844;0,1393;0,0605
Slovenia;SVN;1991;0,0237;0,6536;0,2146;0,1081
Slovenia;SVN;1992;0,0237;0,6367;0,23;0,1095
Slovenia;SVN;1993;0,0234;0,639;0,2281;0,1095
Slovenia;SVN;1994;0,0193;0,6703;0,2128;0,0976
Slovenia;SVN;1995;0,017;0,6749;0,2086;0,0995
Slovenia;SVN;1996;0,0136;0,7077;0,1925;0,0862
Slovenia;SVN;1997;0,0142;0,7282;0,1821;0,0755
Slovenia;SVN;1998;0,015;0,7361;0,1713;0,0776
Slovenia;SVN;1999;0,0168;0,7316;0,1727;0,079
Slovenia;SVN;2000;0,0193;0,7233;0,176;0,0815
Slovenia;SVN;2001;0,0214;0,7106;0,1831;0,085
Slovenia;SVN;2002;0,032;0,6096;0,2448;0,1136
Slovenia;SVN;2003;0,0351;0,6183;0,2371;0,1094
Slovenia;SVN;2004;0,0388;0,6135;0,2381;0,1096
Slovenia;SVN;2005;0,0421;0,6259;0,2289;0,1031
Slovenia;SVN;2006;0,0449;0,6326;0,2235;0,099
Slovenia;SVN;2007;0,0348;0,7251;0,1652;0,0749
Slovenia;SVN;2008;0,0358;0,7258;0,1633;0,0751
Slovenia;SVN;2009;0,0334;0,7496;0,1494;0,0676
Slovenia;SVN;2010;0,0403;0,7101;0,1704;0,0792
Slovenia;SVN;2011;0,0406;0,7155;0,1653;0,0786
Slovenia;SVN;2012;0,0384;0,7479;0,1446;0,0691
Slovenia;SVN;2013;0,0424;0,7396;0,1477;0,0704
Slovenia;SVN;2014;0,0472;0,7254;0,1537;0,0738
Solomon Islands;SLB;1990;0,0563;0,6856;0,1731;0,0849
Solomon Islands;SLB;1991;0;0,9021;0,0896;0,0083
Solomon Islands;SLB;1992;0;0,8996;0,092;0,0084
Solomon Islands;SLB;1993;0;0,8965;0,095;0,0085
Solomon Islands;SLB;1994;0;0,8938;0,0976;0,0085
Solomon Islands;SLB;1995;0;0,8915;0,1;0,0085
Solomon Islands;SLB;1996;0;0,8892;0,1022;0,0085
Solomon Islands;SLB;1997;0,0001;0,8863;0,1051;0,0086
Solomon Islands;SLB;1998;0,0001;0,8834;0,1079;0,0086
Solomon Islands;SLB;1999;0,0001;0,8808;0,1105;0,0086
Solomon Islands;SLB;2000;0,0001;0,8778;0,1134;0,0086
Solomon Islands;SLB;2001;0,0002;0,8746;0,1166;0,0087
Solomon Islands;SLB;2002;0,0002;0,8729;0,1181;0,0087
Solomon Islands;SLB;2003;0,0003;0,87;0,121;0,0088
Solomon Islands;SLB;2004;0,0003;0,8672;0,1237;0,0088
Solomon Islands;SLB;2005;0,0004;0,8635;0,1271;0,0091
Solomon Islands;SLB;2006;0,0004;0,8603;0,1302;0,0091
Solomon Islands;SLB;2007;0,0005;0,8523;0,1376;0,0096
Solomon Islands;SLB;2008;0,0006;0,85;0,1396;0,0098
Solomon Islands;SLB;2009;0,0006;0,8472;0,1423;0,0098
Solomon Islands;SLB;2010;0,0007;0,8449;0,1447;0,0098
Solomon Islands;SLB;2011;0,0007;0,8425;0,147;0,0097
Solomon Islands;SLB;2012;0,0008;0,863;0,1279;0,0083
Solomon Islands;SLB;2013;0,001;0,8603;0,1302;0,0085
Solomon Islands;SLB;2014;0,0011;0,8578;0,1325;0,0085
Somalia;SOM;1990;0,0013;0,8553;0,1348;0,0086
Somalia;SOM;1991;0;0,4338;0,3824;0,1838
Somalia;SOM;1992;0;0,4663;0,3662;0,1674
Somalia;SOM;1993;0,0001;0,4914;0,3535;0,1551
Somalia;SOM;1994;0,0001;0,466;0,366;0,1679
Somalia;SOM;1995;0,0001;0,4442;0,3762;0,1795
Somalia;SOM;1996;0,0002;0,437;0,3806;0,1823
Somalia;SOM;1997;0,0003;0,4311;0,3843;0,1843
Somalia;SOM;1998;0,0005;0,4258;0,3876;0,1861
Somalia;SOM;1999;0,0007;0,4256;0,3904;0,1834
Somalia;SOM;2000;0,0008;0,4247;0,3934;0,1811
Somalia;SOM;2001;0,001;0,4221;0,3951;0,1818
Somalia;SOM;2002;0,0012;0,4452;0,3791;0,1746
Somalia;SOM;2003;0,0015;0,4434;0,3803;0,1749
Somalia;SOM;2004;0,0017;0,4393;0,3825;0,1765
Somalia;SOM;2005;0,002;0,4363;0,3841;0,1777
Somalia;SOM;2006;0,0022;0,432;0,386;0,1798
Somalia;SOM;2007;0,0028;0,4126;0,4017;0,1828
Somalia;SOM;2008;0,0033;0,4245;0,3974;0,1748
Somalia;SOM;2009;0,0037;0,4237;0,3979;0,1746
Somalia;SOM;2010;0,0041;0,4234;0,3982;0,1743
Somalia;SOM;2011;0,0045;0,4215;0,399;0,175
Somalia;SOM;2012;0,0053;0,3844;0,4249;0,1854
Somalia;SOM;2013;0,0058;0,3815;0,4268;0,1859
Somalia;SOM;2014;0,0062;0,3801;0,4274;0,1863
South Africa;ZAF;1990;0,0067;0,3787;0,4289;0,1856
South Africa;ZAF;1991;0,0034;0,8041;0,1269;0,0656
South Africa;ZAF;1992;0,0044;0,7978;0,1307;0,0671
South Africa;ZAF;1993;0,0053;0,7946;0,1331;0,067
South Africa;ZAF;1994;0,0061;0,7976;0,1296;0,0668
South Africa;ZAF;1995;0,0068;0,8005;0,1276;0,0651
South Africa;ZAF;1996;0,0074;0,8062;0,1241;0,0623
South Africa;ZAF;1997;0,0078;0,8065;0,1227;0,063
South Africa;ZAF;1998;0,008;0,8123;0,1189;0,0608
South Africa;ZAF;1999;0,0084;0,8111;0,1194;0,0611
South Africa;ZAF;2000;0,0095;0,8024;0,1248;0,0634
South Africa;ZAF;2001;0,01;0,8068;0,1214;0,0618
South Africa;ZAF;2002;0,0105;0,823;0,1112;0,0553
South Africa;ZAF;2003;0,0116;0,8238;0,109;0,0556
South Africa;ZAF;2004;0,0123;0,8341;0,1035;0,0501
South Africa;ZAF;2005;0,0128;0,8438;0,0973;0,0461
South Africa;ZAF;2006;0,0141;0,837;0,1012;0,0477
South Africa;ZAF;2007;0,0156;0,8396;0,0985;0,0462
South Africa;ZAF;2008;0,0164;0,841;0,0964;0,0461
South Africa;ZAF;2009;0,0168;0,8489;0,0902;0,0441
South Africa;ZAF;2010;0,0191;0,8406;0,0939;0,0464
South Africa;ZAF;2011;0,0202;0,84;0,0936;0,0462
South Africa;ZAF;2012;0,0227;0,8348;0,0954;0,0472
South Africa;ZAF;2013;0,024;0,8374;0,0927;0,0459
South Africa;ZAF;2014;0,025;0,8404;0,09;0,0445
Spain;ESP;1990;0,0261;0,8436;0,0871;0,0432
Spain;ESP;1991;0,015;0,7552;0,1278;0,102
Spain;ESP;1992;0,0174;0,7592;0,1256;0,0979
Spain;ESP;1993;0,0193;0,7717;0,1213;0,0877
Spain;ESP;1994;0,0232;0,7518;0,1281;0,0969
Spain;ESP;1995;0,0248;0,7575;0,1243;0,0934
Spain;ESP;1996;0,0261;0,7663;0,1206;0,087
Spain;ESP;1997;0,0291;0,7449;0,1277;0,0983
Spain;ESP;1998;0,0288;0,7576;0,1237;0,0899
Spain;ESP;1999;0,0295;0,7583;0,1209;0,0913
Spain;ESP;2000;0,029;0,774;0,1137;0,0834
Spain;ESP;2001;0,0291;0,781;0,1102;0,0797
Spain;ESP;2002;0,0259;0,7847;0,1116;0,0778
Spain;ESP;2003;0,0216;0,7981;0,1073;0,0729
Spain;ESP;2004;0,0183;0,8007;0,1065;0,0744
Spain;ESP;2005;0,0148;0,8128;0,1032;0,0693
Spain;ESP;2006;0,0116;0,8271;0,0994;0,0619
Spain;ESP;2007;0,0117;0,8286;0,0979;0,0618
Spain;ESP;2008;0,0117;0,8323;0,096;0,06
Spain;ESP;2009;0,0133;0,8238;0,1034;0,0595
Spain;ESP;2010;0,0153;0,8005;0,1184;0,0657
Spain;ESP;2011;0,0166;0,7881;0,1242;0,0711
Spain;ESP;2012;0,0175;0,7913;0,1226;0,0686
